,Product,Review,Rating
10389,Powerbank,Not working well,2
10390,Powerbank,Very nice good quality not bed,5
10391,Powerbank,Charging backup West,3
10392,Powerbank,It is a amazing power bank... It helps to charge every time.. I loved it,5
10393,Powerbank,"As per the price, this is the best product I have got. I have bought many Philips products in last few months because the price is low with a top notch quality. Impressive response till now.!",4
10394,Powerbank,Cheap and best product,5
10395,Powerbank,I thought it is Philips so product may be og best quality. But not upto the Mark. In one charging it discharge. No use,3
10396,Powerbank,After 1 year review : Last 12 months great well power backup but after only 10 % charge. So maybe go another power Bank because not worth it.,1
10397,Powerbank,Indicator not working,2
10398,Powerbank,Battery back up really outstanding performance and most important things that delivery boy was really very good and very polite ... I really want to suggest that this type delivery boy more hire in this company .,5
10399,Powerbank,My review after two months usage. I purchased it for six nine nine Pros.. Decent size easy to carry.. Type c and micro USB both ports available.. Charges in decent time..comes with a charging cable.. Cons.. Not for frequently charging.. Good for emergency situations.. Good if u have two mobile in ur house.. If I have more than two devices than go for 20 thousands mah,4
10400,Powerbank,Takes looong time to charge Galaxy Note 9..,1
10401,Powerbank,bad quality prodect. Wast the money. Not use this prodect,1
10402,Powerbank,It's Not Fast Charging...😡,3
10403,Powerbank,Very bad only 2 time mobile charge,1
10404,Powerbank,This is very fast charging 😊😊,5
10405,Powerbank,"Product is not as expected, we can charge a single mobile alone . Power bank doesn't store backup more",3
10406,Powerbank,Not that good,2
10407,Powerbank,Speed charging and good design.. but amount is little bit high,4
10408,Powerbank,Don't buy this product as you are going to suffer as soon as the warranty gets over. After a year the product takes more than 6 hours to charge but goes down from full to half within 5 minute of charging the phone and within this one year period the product was not been that much used.,1
10409,Powerbank,Super lucking very nice,5
10410,Powerbank,It's awesome! man very useful and good quality product with good price.,4
10411,Powerbank,the product is no qulity it is wast product,1
10412,Powerbank,Battery 🔋 problem,2
10413,Powerbank,after one year its capacity reduced to 40% (less than 4000mh). bad pdroduct given by phillips,2
10414,Powerbank,Very awesome product good backup thanks Flipkart,5
10415,Powerbank,This power bank doesn't worth of the money. Power back up is very bad. It needs charge everyday and after giving charge of 50% to mobile. The battery of power bank is dead. Very worst power bank and power back up. Power back up is very worst.,1
10416,Powerbank,Power Bank super,4
10417,Powerbank,Third class quality and don't use full,1
10418,Powerbank,Power backup very bad,1
10419,Powerbank,nice fast chrge,5
10420,Powerbank,Best 👍 c,4
10421,Powerbank,Good budget product,5
10422,Powerbank,Well power bank,4
10423,Powerbank,Poor cable quality,2
10424,Powerbank,Cable is not perfect design is superb nd quick chargeing,5
10425,Powerbank,Overall it's good..,5
10426,Powerbank,"Do be honest i am using this power bank for last 1 year and hardly it is in use for 3 to 4 months, after that we used it rarely, after that the power bank stopped taking charge and now its not working anymore, this power bank life is only 1 year not more than that ! so accordingly invest in it.",3
10427,Powerbank,Super power bank ...more than I expect,4
10428,Powerbank,No torch lite,3
10429,Powerbank,Arvind kumar Bijnor Very nice product,5
10430,Powerbank,"Even after one year of regular use, the battery has been swollen. Not so impressive.",1
10431,Powerbank,GOOD & ADORABLE,5
10432,Powerbank,Good quality and battery u can charge 3000mah full 3times,4
10433,Powerbank,Worst product no backup,1
10434,Powerbank,The product is very disgusting….no value for money …power backup is zero …not run 24hr ..u will charge ur mobile only one time …automatic discharge every time 👎🏻,1
10435,Powerbank,Works fantastic for 1 year and half after that its become weak and can charge only phone whose battery is less than 2300mah twice. Not for battery more than 3000mah. Overall it's good.,3
10436,Powerbank,Very very very good,4
10437,Powerbank,The product not working properly.. waste of money,1
10438,Powerbank,The product is working properly.. wast of money,1
10439,Powerbank,"Worked well only for 15 days , now feel my old power bank is more efficient than this. Waste of money and feeling disappointed.",1
10440,Powerbank,Best in the market 👍👍👍,5
10441,Powerbank,Quick charging,5
10442,Powerbank,Nice product,4
10443,Powerbank,Osm product... 😍,5
10444,Powerbank,Very good product,5
10445,Powerbank,Good,5
10446,Powerbank,It tooks more time to charge but we can charge 2 times mobile with fully charged.,5
10447,Powerbank,Nice,5
10448,Powerbank,Nice,5
10449,Powerbank,Awesome Product,5
10450,Powerbank,Value for money,4
10451,Powerbank,Excellent,5
10452,Powerbank,Power backup level is low,3
10453,Powerbank,Nice products I ordered two days ago it’s one of the fastest Delivery I got,5
10454,Powerbank,Value for money .. nice product and beautiful power Bank,5
10455,Powerbank,Wow 😍💐 thank you Flipkart,5
10456,Powerbank,Nice,5
10457,Powerbank,Superb,5
10458,Powerbank,Super,5
10459,Powerbank,Normal,3
10460,Powerbank,Not bad,5
10461,Powerbank,Good,5
10462,Powerbank,"Very nice product,,realy very nice",5
10463,Powerbank,That charging cable is not working,2
10464,Powerbank,Good,4
10465,Powerbank,Nice power Bank,5
10466,Powerbank,Best quality,5
10467,Powerbank,good,5
10468,Powerbank,So bad,1
10469,Powerbank,Awesome,5
10470,Powerbank,Charging cable material is not good...,3
10471,Powerbank,Nice one,4
10472,Powerbank,This product is not working & not good 👎👎👎,1
10473,Powerbank,Very slow charging.Quick decrease the battery to power bank.Very horrible experience. Power bank charging time 5hrs. Please don't buy this power bank realme.,2
10474,Powerbank,Can charge my iphone only 2 times. Fast charging is too good. Built quality is also excellent,3
10475,Powerbank,It's a good product,4
10476,Powerbank,Outstanding product compair to mi power bank,5
10477,Powerbank,"Battery is draining too fast, to charge from 15% to 30% of 4000mAh battery it requires quarter of the power bank power, and Flipkart is not accepting return.",1
10478,Powerbank,Simply awesome,4
10479,Powerbank,Good,5
10480,Powerbank,Good product supporting to all device,4
10481,Powerbank,Amazing nice power bank🤗🤗,5
10482,Powerbank,Super,5
10483,Powerbank,Oven price Power Bank hai not good 😊,2
10484,Powerbank,Good,4
10485,Powerbank,You can charge your phone 2 times,4
10486,Powerbank,Super But Rate Is Very High...,5
10487,Powerbank,Charging issues for this item....,1
10488,Powerbank,tooo much slow charging & its worst product dnt buy flipkart making us foil,1
10489,Powerbank,"One month after my purchase, It isn't delivering fast charging.And dealing with loose connection of data cable",3
10490,Powerbank,Its awesome woking ..,5
10491,Powerbank,Fine and handy✋,4
10492,Powerbank,Not charge full . And unable use it,2
10493,Powerbank,Very nice 👍👍👍👍👍👍,5
10494,Powerbank,Realme power bank is good 👍 product but designe is average and value for money,5
10495,Powerbank,It is awesome. It looks great too.,5
10496,Powerbank,To full charge it takes long time  I could charge a 5000mah mobile at once even the power bank is fully charged.,1
10497,Powerbank,Performance not good,2
10498,Powerbank,"The build quality and design is awesome. It helps to charge my phone, watch and wireless buds twice. But the only issue is that it takes lot of time to charge the powerbank.",4
10499,Powerbank,"I'm using realme 6 pro, the power bank 18 W and it gives pretty decent amount of backup to my phone.",4
10500,Powerbank,Nice...and slim product with Fast Charging capabilities,5
10501,Powerbank,A quality product from realme 👌,5
10502,Powerbank,Look is good and best in class handy feel. Backup is little poor,3
10503,Powerbank,Best power bank,5
10504,Powerbank,Low battery backup,3
10505,Powerbank,Very good quality,5
10506,Powerbank,Power capacity is very less,3
10507,Powerbank,Good phone under 12K,4
10508,Powerbank,When charging the power bank this Power Bank so much heated,3
10509,Powerbank,Its very bad product.it tooks 4 hrs to self charge.want to return at any cost.Butflipkart is not accepting it and telling me to go service charging mobile half it disharge nearly 70 percent.Dont go for it.worst purchase from Flipkart.,1
10510,Powerbank,Very nice quality product,5
10511,Powerbank,The battery was automatically drain,2
10512,Powerbank,"Reviewing after using it for 10 days After 7 days charging from this power bank is getting too slow like , charging for 1% takes 10 mins. Very poor quality.. I must say i am not going to buy Realme product again👎",1
10513,Powerbank,Best power bank,5
10514,Powerbank,Backup is not good,2
10515,Powerbank,Got a worst power Bank from Flipkart. No value for money. Power on and off and fluctuating,1
10516,Powerbank,Not a good performance bettry beck up not good,1
10517,Powerbank,Value for money and easy to carry,5
10518,Powerbank,"Good quality, backup & speed. Size is little big but nice design.",5
10519,Powerbank,I uded this from 8 months its verry exellent and best battry backup,5
10520,Powerbank,Battery🔋 life is so much bad,3
10521,Powerbank,Realme power bank was amazing fast charging support 18 w charger two pins usb and type c cable,5
10522,Powerbank,Not a fast changing... It will not good battery backup,3
10523,Powerbank,Very bad quality,1
10524,Powerbank,It's Nice Product and it's 18w so good Charging Speed and Comfortable to Handle and Also It has a 2 in 1 cable for both USB - B and USB - C . So I Would Totally Recommend it. It's Value for Money You Won't Regret it .,5
10525,Powerbank,Design & Quality is good. Power backup decent enough to charge twice 4000mah battery,5
10526,Powerbank,Not gud .....slow charge,3
10527,Powerbank,Luv the design n power backup is also very good,5
10528,Powerbank,"The product was really amazing it's handy ,slim, simple n also value for money....👍🏻👍🏻👌🏻",5
10529,Powerbank,Gr8 product... First i recieved a defective one but got it exchanged... Reasonable rate and great performance,4
10530,Powerbank,Very bed product slow charging,1
10531,Powerbank,there is no fast charging in this.,1
10532,Powerbank,Battery backup is good and useful and I like the colour,5
10533,Powerbank,Don’t like 10000mah… It is only between 3000 and4000 mah Not value for money Paisa barbad ..,1
10534,Powerbank,Posting review after a months usage. Really sturdy and awesome looking Power Bank. Charging the phone is really good if you have the correct charging cable. The Power Bank also gets charged at a good pace. Really Satisfied. Highly recommended.,5
10535,Powerbank,"Good quality product, and I can charge my 3000mah battery packed phone 3 times fully. And fast charging also. Valuable product for the spec they say. Happy customer of realme power Bank 😊. Worth it.......",5
10536,Powerbank,Wow Superb 🤗😘,5
10537,Powerbank,Good but expensive....,5
10538,Powerbank,Not good for one hour it will charge your phone only 15%,1
10539,Powerbank,Value for money,4
10540,Powerbank,Good powerbank PROS 1.18W Fast charging support(input and output) 2.Two in one cable 3.Less weight 4.Good design CONS 1.Only one USB port for charging(always check it before buying any powerbank) 2.Battery backup not up to the mark,4
10541,Powerbank,It's a 5000 mAh battery,1
10542,Powerbank,Best power bank,4
10543,Powerbank,Good have 65% back up when i tested,4
10544,Powerbank,Rouge and tough,5
10545,Powerbank,Good.but the price is not make this value of money.,4
10546,Powerbank,It's very lit weight and good back up,4
10547,Powerbank,Not enough backup as per the catlog,2
10548,Powerbank,Very good 😌😌😌😌,5
10549,Powerbank,The power cable went bust within 3 months,1
10550,Powerbank,Worth for money,4
10551,Powerbank,Wrost item plz return this item,1
10552,Powerbank,Super fast delivery by Ekart. I'm directly going to write down the pros and cons.  Pros -  1. Elegant design. 2. Texture with good grip. 3. 18W power output 4. Light weight  Cons -  1. Power loss is 17-20% which means the exact output you're going to get is 8300mAh to 8500mAh and not more that that.,5
10553,Powerbank,It failed to charge iphone 12 twice!!!! It is gimik of 10k mAh,3
10554,Powerbank,Waste of money not give charging only 1 time 5000mah,1
10555,Powerbank,Very poor quality 😔😡 Bad battery backup 👎👎,1
10556,Powerbank,Power bank not charging,1
10557,Powerbank,Lasted 1 month 18 days. Stopped after then. When connected to plug: just blinking all 4 lights but no response when connected to phone.,1
10558,Powerbank,Good power backup with cool design,5
10559,Powerbank,Very very excellent,5
10560,Powerbank,Value for money,4
10561,Powerbank,Good and fast charge,5
10562,Powerbank,Super power bank,5
10563,Powerbank,The cord didn't last long.. charging with another cord of a different charger,2
10564,Powerbank,"Battery backup is not bad , very faster battery down",1
10565,Powerbank,"Good battery backup, and support fast charging",5
10566,Powerbank,Good quality and value for money,4
10567,Powerbank,nice product and fast charger,3
10568,Powerbank,Power backup is short,1
10569,Powerbank,Superb look and product osm backup,5
10570,Powerbank,Charging not lasting,2
10571,Powerbank,1problemports are more,5
10572,Powerbank,Nice quality good one Charging is good,5
10573,Powerbank,Nice product 👌👍,5
10574,Powerbank,Good,4
10575,Powerbank,Nice,5
10576,Powerbank,Awesome 👍... It has a mAh of 20000...It charges any device super fast and even dongle also... Thanks to Xiaomi for the super fast charging and thanks to Flipkart for the super super super fast delivery...😀,5
10577,Powerbank,So Good,5
10578,Powerbank,The structure and quality is good but it takes so much time to get charged and power backup is not that good .,3
10579,Powerbank,C port not working... not good... 5/3,2
10580,Powerbank,Bed product,1
10581,Powerbank,Thanks Flipkart,5
10582,Powerbank,Awesome,5
10583,Powerbank,Its very good 6 times baterry charging to a 5k amh phone,5
10584,Powerbank,It is good,5
10585,Powerbank,Nice product,5
10586,Powerbank,Good and nice,5
10587,Powerbank,Nice,5
10588,Powerbank,Sooper product i love it🥰,5
10589,Powerbank,verry well backup,5
10590,Powerbank,Nyc,5
10591,Powerbank,Yr,5
10592,Powerbank,Nice 👍,4
10593,Powerbank,Very good product,5
10594,Powerbank,Very Good,5
10595,Powerbank,Not good,1
10596,Powerbank,Charging capacity is very good but while you want to charge your mobile it will take too long time.,3
10597,Powerbank,Nice product,5
10598,Powerbank,Best backup ever,5
10599,Powerbank,Good quality and good price,5
10600,Powerbank,"Fabulous, awesome",5
10601,Powerbank,Very bad,1
10602,Powerbank,Good product,5
10603,Powerbank,Value For Money,5
10604,Powerbank,super,5
10605,Powerbank,Ok type,5
10606,Powerbank,A bit heavy but highly reliable power bank,5
10607,Powerbank,Nice prodect,5
10608,Powerbank,Power bank is too awesome.... But the powerbank take more tym to charging... But it chargers the phone soo fast...,5
10609,Powerbank,osm,5
10610,Powerbank,It's very good product I m happy,4
10611,Powerbank,Good product,4
10612,Powerbank,Super product,5
10613,Powerbank,Good product,5
10614,Powerbank,good,5
10615,Powerbank,Its best for me...no heating issue fast charging. Superv product.,5
10616,Powerbank,Very nice performance,5
10617,Powerbank,Nice power bank I am satisfied,4
10618,Powerbank,It is good one My wifi modem work's with these,5
10619,Powerbank,Quality of this is very bad,1
10620,Powerbank,Worst not working,2
10621,Powerbank,Awesome,5
10622,Powerbank,Good product,4
10623,Powerbank,Good,5
10624,Powerbank,Good quality product,5
10625,Powerbank,Poor power bank,1
10626,Powerbank,Good to buy,5
10627,Powerbank,It's an excellent product . Very good power bank 👌❤️,5
10628,Powerbank,Good,4
10629,Powerbank,fast charging is very good,5
10630,Powerbank,Good quality,5
10631,Powerbank,Great,4
10632,Powerbank,Best power bank,5
10633,Powerbank,Power,5
10634,Powerbank,Good product,5
10635,Powerbank,Nice,5
10636,Powerbank,Very bad Quality....2 day's time nai charging e r 2 to phonei charge end...😡😡😡😡,1
10637,Powerbank,value for money and good designing. Disadvantage is more weight but its ok.,5
10638,Powerbank,Very nice,5
10639,Powerbank,Wooow it's one of the best power Bank 😍😍,5
10640,Powerbank,Nice product,5
10641,Powerbank,nice product,5
10642,Powerbank,It's really amazing..,5
10643,Powerbank,Finally.. This time the product is absolutely fine with no defects.. Thank you flipkart,4
10644,Powerbank,Excellent product,5
10645,Powerbank,Power backup is very good.,5
10646,Powerbank,Good,4
10647,Powerbank,Very slow charging both time,1
10648,Powerbank,Ok superb,5
10649,Powerbank,Nice product,5
10650,Powerbank,Good,5
10651,Powerbank,All is Good,5
10652,Powerbank,Nice 🆗😊👍😊👍😊👍😊👍😊😊👍😊,5
10653,Powerbank,Just ok product because of bulky,3
10654,Powerbank,Good product,5
10655,Powerbank,Good product 👌 👍,4
10656,Powerbank,Supar,5
10657,Powerbank,Nice product. I love it,4
10658,Powerbank,Best,5
10659,Powerbank,Super quality,4
10660,Powerbank,Very nice mi 3i power bank superb charging,5
10661,Powerbank,Awesome.,4
10662,Powerbank,World no 1 bad quality,1
10663,Powerbank,Charge problem,1
10664,Powerbank,Exlent wrk,5
10665,Powerbank,Superb weight of this power bank.,5
10666,Powerbank,Good,5
10667,Powerbank,Good product,5
10668,Powerbank,Nice for all,5
10669,Powerbank,very low quality prdouct,1
10670,Powerbank,Very Good,3
10671,Powerbank,Superb,4
10672,Powerbank,Good,5
10673,Powerbank,Awesome 😎,5
10674,Powerbank,Best product. Thanks for flipkart.,5
10675,Powerbank,Awesome,5
10676,Powerbank,Good Product . Must buy it . Value for money,5
10677,Powerbank,Fantastic,5
10678,Powerbank,Good product,4
10679,Powerbank,Good..,4
10680,Powerbank,Good buy it,5
10681,Powerbank,Best,5
10682,Powerbank,Working good.,4
10683,Powerbank,Veralevel power backup and style and look value for money,5
10684,Powerbank,Good Product,5
10685,Powerbank,Good,4
10686,Powerbank,Very niec,4
10687,Powerbank,Good battery power bank to use it for both different charging pin,4
10688,Powerbank,Very nice,5
10689,Powerbank,good 👍,5
10690,Powerbank,Awesome,5
10691,Powerbank,Good,5
10692,Powerbank,Best,5
10693,Powerbank,Thank u ❤ flipkart,5
10694,Powerbank,Nice,5
10695,Powerbank,Fabulous,5
10696,Powerbank,Good product,4
10697,Powerbank,My mobile battery got damaged due to power bank,2
10698,Powerbank,Good,4
10699,Powerbank,Good,4
10700,Powerbank,This product ki very good quality and good product,5
10701,Powerbank,Good,5
10702,Powerbank,Nyc,5
10703,Powerbank,Verry good product,5
10704,Powerbank,Nice product,5
10705,Powerbank,"Good 22022022, MSK.",4
10706,Powerbank,Good product,5
10707,Powerbank,Nice,5
10708,Powerbank,Nice work,5
10709,Powerbank,Very nice power bank Thank you Redmi company and flipkart Delivery 🤗,5
10710,Powerbank,Good,5
10711,Powerbank,Nice product worth manye,4
10712,Powerbank,Good,5
10713,Powerbank,All is well,5
10714,Powerbank,Good,5
10715,Powerbank,good,3
10716,Powerbank,"It has very good capacity ,but its charching time is very slow",5
10717,Powerbank,Bad product,1
10718,Powerbank,It's really good and working perfectly,5
10719,Powerbank,This gadget is working amazingly,4
10720,Powerbank,Performance - 10/10 Looks -7/10 Overall nice product.,5
10721,Powerbank,Very nice 👌👍,5
10722,Powerbank,Osam,5
10723,Powerbank,Very good product,5
10724,Powerbank,Good product. Quick charging,5
10725,Powerbank,Very nice quality 👍👍👍,5
10726,Powerbank,Good,5
10727,Powerbank,Best product,5
10728,Powerbank,I'm satisfied with the product,5
10729,Powerbank,Low quality,1
10730,Powerbank,This power bank is so good but I recommend you to buy 30000 mah mi power bank Also battery backup is good It takes 6.5 hrs to charge from 35 watt charger I am happy you should buy this ......,5
10731,Powerbank,Excellent product,5
10732,Powerbank,Awesome product original one,5
10733,Powerbank,Nice power bank love it 🙏🙏,5
10734,Powerbank,Mind blowing power bank. I like it,5
10735,Powerbank,Thanks,5
10736,Powerbank,I would say its good purchase. Only thing is its taking some extra time to get charge. But for 20k mah its understandable. So you can go for it.,4
10737,Powerbank,Good One,5
10738,Powerbank,Ok,5
10739,Powerbank,Good products,5
10740,Powerbank,"After 3months of uasing this product i am giving this review , charging is very slow and data cable is not good quality while charging it gets disconnected automatically",2
10741,Powerbank,Nice one,5
10742,Powerbank,Too slow to charge,1
10743,Powerbank,Super,5
10744,Powerbank,Totally worth the price you pay. Full charg takes 6 hours. And your phone can be charged 4 times from that.,5
10745,Powerbank,Nice product,5
10746,Powerbank,Nyc products useful products as well,5
10747,Powerbank,Nice,4
10748,Powerbank,Excellent,5
10749,Powerbank,Highly recommended,5
10750,Powerbank,Wonderful,5
10751,Powerbank,Super,5
10752,Powerbank,"It’s an amazing so better power bank, I feel comports use this power bank ..",5
10753,Powerbank,very good product quality...,5
10754,Powerbank,It's a great buy. Charges really fast and also the charge in the power bank stays for long too.,5
10755,Powerbank,Super battery backup,5
10756,Powerbank,Power packup is not good it's worst product,1
10757,Powerbank,Very nice product.3 mobile charges upto 0- 100% in full charge.Chaging time r hours.,5
10758,Powerbank,Item is good,5
10759,Powerbank,Very good power bank,5
10760,Powerbank,Good one,1
10761,Powerbank,Good product,5
10762,Monitor,Monitor is good but the viewing angle is not good.,3
10763,Monitor,Really great at this price,5
10764,Monitor,Very good,5
10765,Monitor,Very superb with speaker,5
10766,Monitor,Good as aspected,5
10767,Monitor,Average,2
10768,Monitor,Best product,5
10769,Monitor,Good Product & Fast Delivery . Good Service 👍👏,5
10770,Monitor,Good product I am happy,5
10771,Monitor,Very nice product But after few months Monitor is not clear picture and video.,3
10772,Monitor,Very good product,5
10773,Monitor,Aggressive pricing and best video quality,5
10774,Monitor,GOOD PRODUCT I EVER EXPERIENCE,4
10775,Monitor,Best,5
10776,Monitor,Very good worth money,4
10777,Monitor,Good product,5
10778,Monitor,Good,5
10779,Monitor,Nice product,5
10780,Monitor,Very happy,5
10781,Monitor,"Awesome, ordered two monitors, received on time with perfect working condition. Only two drawbacks 1. Its 6 amp plug, have to buy additional 3 pin plug 2. Sreen blinks when fan is turned on, might be due to wiring issue, rest all matches the description..best monitor at this price..lets see how long it can last..",4
10782,Monitor,Good,4
10783,Monitor,Product good,4
10784,Monitor,Good,5
10785,Monitor,Product seems to be good and was delayed may due to COVID--19 restrictions or other operational reason. Overall seems to good but need to revisit the review after observing for 6 months. The only challenge is it comes with 15 amps power plug which is usually different. My previous monitors till date was 5 amps. So you need by an adapter or change your switch box.,3
10786,Monitor,Worstl product not value for money,1
10787,Monitor,Good,4
10788,Monitor,Good quality,5
10789,Monitor,Not bad,3
10790,Monitor,Must buy. It's too good in class. It's totally worthy.,5
10791,Monitor,The electronic device very very good,5
10792,Monitor,Very good,4
10793,Monitor,Nice 👍 product I purchased Oct 2020 price rs 4699 Good working Value for money Now December 2021 price is doubled as 8999,5
10794,Monitor,Best product you must buy,5
10795,Monitor,Says HD + but resolution was 1366 and not 1080 p hd. Too much bleeding effect and display is not good but okay as time being. Not good for gaming .. stuttering frames and 59 hz display at full res.,1
10796,Monitor,Nice,5
10797,Monitor,Nice performance,5
10798,Monitor,"Very nice product, thanks to flipcart team and seller",5
10799,Monitor,The screen is fantastic and the spec is upto the mark. Overall a economy buy.,5
10800,Monitor,Thanks for Regards It is good service and good bjob.,5
10801,Monitor,Darun,5
10802,Monitor,Good,5
10803,Monitor,Nice product,5
10804,Monitor,Good product,5
10805,Monitor,Bad product do not buy,1
10806,Monitor,Nice product. Good Performance.,5
10807,Monitor,Not good speak,2
10808,Monitor,Very good,5
10809,Monitor,Working Nice.. Sound is very low in monitor. but very much impressed after usage.,4
10810,Monitor,Good,4
10811,Monitor,Very good performance value for money.,5
10812,Monitor,Poor Picture quality,1
10813,Monitor,Overall performence is medium. Not so good.,3
10814,Monitor,Good Product 👌👍,5
10815,Monitor,Nice product,4
10816,Monitor,Good,5
10817,Monitor,Best Quality monitor at a cheap price,5
10818,Monitor,Worst speaker quality and very delicate body useless for gamers 😢,1
10819,Monitor,ossam preform monitor.i like it.😊😊😊,5
10820,Monitor,Super,4
10821,Monitor,Must hai...,4
10822,Monitor,Excellent,4
10823,Monitor,Good quality and best price,5
10824,Monitor,Good product.. Built in sound need to improve,5
10825,Monitor,Desent monitor. Don't expect high quality experience. Speaker sound is at lower end. Can consider as a secondary monitor to extend the display.,4
10826,Monitor,Awesome,5
10827,Monitor,acer moniter bahut acha hai very good,4
10828,Monitor,Very nice and attractive product in this price,5
10829,Monitor,Excellent product 🥰🥰🥰,4
10830,Monitor,"It has inbuilt sound that make it very high rated in this moderate range go get it no monitors will give inbuilt sound in this range and good display, I am satisfied with this product and its price",5
10831,Monitor,Good product,5
10832,Monitor,Birth very small,2
10833,Monitor,Best ever monitor in this price in 2021 november under 7k for any use,5
10834,Monitor,Very good,5
10835,Monitor,Verry nice,5
10836,Monitor,Good product👍,5
10837,Monitor,"Nice looks, value for money",5
10838,Monitor,"As a computer 🖥️ monitor it is fine and working ok , as long as you sit infront this monitor and watch videos etc.is fine, you can't watch tv videos extra from far and from either sides , inbuilt speaker sound is very low and you can't rely on it , you can use an additional speaker and it will work fine, through HDMI port you can watch tv programs with set top box having HDMI port, you can also view programs using Chromecast through HDMI cables, as a monitor it works fine and one can go for it without any hesitation.",4
10839,Monitor,Nice Product quality 👍,4
10840,Monitor,GOOD,4
10841,Monitor,Most worrest,1
10842,Monitor,Super,4
10843,Monitor,V poor only LCD SPEAKER VERY LOW,1
10844,Monitor,Nice,5
10845,Monitor,"Display quality is good ,but speaker quality is very bad and low base soun",3
10846,Monitor,Good,5
10847,Monitor,It is very nice monitor,4
10848,Monitor,very bad screen its LCD,1
10849,Monitor,"Very very low sound... Disappointed,",3
10850,Monitor,Good quality,5
10851,Monitor,Received in good condition. well packed. Nice products. but value is increased due to present market trend!!,4
10852,Monitor,Excellent,5
10853,Monitor,"It's okay, I mean more than okay, it's good at this rate. But the the monitor is a lot wide, I haven't used it yet. I'll edit the review once I use it. For now only 4 stars...",4
10854,Monitor,Nice,5
10855,Monitor,Super,5
10856,Monitor,Good Product.,5
10857,Monitor,Very good product,5
10858,Monitor,"Good monitor at this price range but very poor sound, even the person 3 feet away can't hear the sound. Need to use external speakers",3
10859,Monitor,Nice product.,5
10860,Monitor,Overall good product. Sound quality need to improve.,5
10861,Monitor,I hate this monitor... Menu automatically display in screen...,1
10862,Monitor,Good,5
10863,Monitor,Happy delivery boy behaviour very good,5
10864,Monitor,"Lovely monitor..... Acer ,,z🎉🎉",5
10865,Monitor,Perfect monitor and simple just I want and very happy with the purchase.,5
10866,Monitor,Nice Product,5
10867,Monitor,Good one,4
10868,Monitor,Good,3
10869,Monitor,"Very good product,",5
10870,Monitor,Must buy,5
10871,Monitor,Nice,5
10872,Monitor,Sound quality in not good.,3
10873,Monitor,Specifications shows that it is having speaker whereas speaker volume is not audible at all,2
10874,Monitor,Good,4
10875,Monitor,excellent,5
10876,Monitor,Good,4
10877,Monitor,Awesome. HD Monitor. Best Experience.,5
10878,Monitor,Acer 19.5 inch,4
10879,Monitor,Lcd featured but not lcd features,3
10880,Monitor,Nice One....I like it..,5
10881,Monitor,Good,4
10882,Monitor,Really a good quality monitor but sound is very less if you are looking for the sound purpose than go for another option because in this monitor display quality is very good but sound quality is poor.,4
10883,Monitor,Product is running smoothly as maintenance ☺️☺️☺️☺️,5
10884,Monitor,Simply superb,5
10885,Monitor,Quality product,5
10886,Monitor,One pixle is dameged ...other wise a great pruduct,4
10887,Monitor,Very bad quality ... I didn't like the panel size ... It's too small as I expected ..wast of money,1
10888,Monitor,Nice product thanks Flipkart,5
10889,Monitor,Good for CCTV,5
10890,Monitor,I am using this product last one yr Its verry good product,5
10891,Monitor,Good Product,5
10892,Monitor,Worth for money,4
10893,Monitor,Good work,5
10894,Monitor,Nice,5
10895,Monitor,Amazing,4
10896,Monitor,Great monitor for the price ☺️,5
10897,Monitor,Everything working good but speaker,4
10898,Monitor,It works and same company so l like this product Thank you Flipkart,1
10899,Monitor,Good,5
10900,Monitor,Very bad quality products,5
10901,Monitor,The worst product and don't buy it from flipkart. Not getting proper support from them Pathetic support from Acer and flipkart Within 2months display fault,1
10902,Monitor,Good 👍,5
10903,Monitor,Excellent,5
10904,Monitor,Very bad experience after two month bluer sceen,1
10905,Monitor,super,5
10906,Monitor,Awesome,5
10907,Monitor,Lcd not led but overall ok,4
10908,Monitor,Value for money,5
10909,Monitor,Good,3
10910,Monitor,Good,5
10911,Monitor,NICE PRODUCT,5
10912,Monitor,The width of the MONITOR is just okay while heights is litle bit less it's not really satisfying that it's size is 19.5 they just full filled 19.5 inch tangent. The border of the LCD are also wider which not going to give good loock.,3
10913,Monitor,I am satisfied,5
10914,Monitor,Good,5
10915,Monitor,"Good monitor for office use .. ,👍",4
10916,Monitor,"This is not a full hd monitor and given the size of it, the image is a little pixelated. Should have gone for a full hd monitor",3
10917,Monitor,Good product,4
10918,Monitor,Good 👍,5
10919,Monitor,Very bad and screen damage,1
10920,Monitor,Average,2
10921,Monitor,Not value for money but good product,5
10922,Monitor,Very Good monitor with speakers,5
10923,Monitor,Good product...,4
10924,Monitor,It's not actually HD monitor,1
10925,Monitor,some point in led screen visible after 7days,1
10926,Monitor,Got this delivered yesterday.... Using it heavily and as of now found to be good...  1 issue found. Inbuilt speak is not working.  Rest is good in this price range.,3
10927,Monitor,Good serve the purpose,5
10928,Monitor,Speaker volume is low...... Otherwise everything is extremely good....,5
10929,Monitor,Display is good but sound is very low,5
10930,Monitor,We receive HCL led and 7 days complete but do not return...,1
10931,Monitor,Good product,3
10932,Monitor,Awesome worth for money,4
10933,Monitor,Nice Product,3
10934,Monitor,Lcd monitor not led. avarage not bed,2
10935,Monitor,"The monitor is good, but it has a fixed resolution.",3
